Date,Day of Week,Time,Item,Price,Tip
2024-01-06,Saturday,18:58,Creme Brulee,15,4.06
2024-05-02,Thursday,18:07,Filet Mignon,45,8.63
2024-04-26,Friday,19:25,Filet Mignon,45,7.66
2024-01-07,Sunday,17:42,Lobster Thermidor,55,16.04
2024-02-07,Wednesday,18:42,Lobster Thermidor,55,5.73
2024-07-10,Wednesday,18:17,Creme Brulee,15,2.56
2024-04-15,Monday,19:59,Salmon en Papillote,30,4.93
2024-07-12,Friday,19:47,Foie Gras,50,9.54
2024-05-13,Monday,18:39,Filet Mignon,45,5.44
2024-04-03,Wednesday,18:46,Truffle Risotto,35,4.61
2024-08-07,Wednesday,20:44,Lobster Thermidor,55,10.04
2024-03-24,Sunday,20:52,Duck Confit,40,5.48
2024-03-26,Tuesday,20:19,Truffle Risotto,35,7.98
2024-03-08,Friday,19:30,Creme Brulee,15,3.18
2024-07-22,Monday,17:55,Salmon en Papillote,30,4.9
2024-08-01,Thursday,21:11,Duck Confit,40,11.13
2024-12-08,Sunday,18:05,Creme Brulee,15,1.71
2024-07-21,Sunday,19:20,Duck Confit,40,11.31
2024-09-21,Saturday,21:37,Truffle Risotto,35,3.54
2024-10-28,Monday,18:20,Salmon en Papillote,30,7.61
2024-12-28,Saturday,20:36,Chocolate Souffle,20,3.91
2024-03-23,Saturday,19:12,Chocolate Souffle,20,2.04
2024-01-20,Saturday,19:56,Creme Brulee,15,2.77
2024-09-27,Friday,17:21,Lobster Thermidor,55,7.62
2024-10-17,Thursday,19:26,Filet Mignon,45,10.42
2024-12-18,Wednesday,18:09,Lobster Thermidor,55,15.8
2024-07-08,Monday,21:52,Duck Confit,40,8.76
2024-06-08,Saturday,18:34,Creme Brulee,15,2.62
2024-12-10,Tuesday,21:22,Lobster Thermidor,55,7.8
2024-12-12,Thursday,18:47,Truffle Risotto,35,5.75
2024-10-26,Saturday,20:37,Duck Confit,40,11.98
2024-06-04,Tuesday,20:11,Chocolate Souffle,20,3.88
2024-07-13,Saturday,19:21,Salmon en Papillote,30,5.27
2024-12-19,Thursday,17:35,Foie Gras,50,5.68
2024-07-24,Wednesday,19:33,Salmon en Papillote,30,3.64
2024-05-02,Thursday,19:05,Foie Gras,50,11.55
2024-12-21,Saturday,17:44,Truffle Risotto,35,3.81
2024-02-17,Saturday,20:39,Creme Brulee,15,3.31
2024-06-10,Monday,17:29,Duck Confit,40,5.95
2024-08-20,Tuesday,19:20,Chocolate Souffle,20,4.23
2024-12-21,Saturday,18:40,Truffle Risotto,35,8.49
2024-08-03,Saturday,17:38,Creme Brulee,15,2.89
2024-06-04,Tuesday,18:15,Truffle Risotto,35,6.81
2024-08-24,Saturday,17:19,Chocolate Souffle,20,2.04
2024-02-03,Saturday,21:22,Duck Confit,40,4.1
2024-04-07,Sunday,18:47,Truffle Risotto,35,7.3
2024-11-04,Monday,19:11,Lobster Thermidor,55,9.74
2024-09-10,Tuesday,18:48,Truffle Risotto,35,4.94
2024-05-12,Sunday,17:34,Duck Confit,40,7.29
2024-08-25,Sunday,18:47,Lobster Thermidor,55,6.85
2024-01-03,Wednesday,18:22,Filet Mignon,45,12.49
2024-02-27,Tuesday,21:46,Chocolate Souffle,20,3.45
2024-06-13,Thursday,19:03,Foie Gras,50,8.43
2024-12-26,Thursday,21:20,Chocolate Souffle,20,3.99
2024-04-03,Wednesday,21:17,Lobster Thermidor,55,13.75
2024-02-23,Friday,17:25,Salmon en Papillote,30,6.14
2024-03-10,Sunday,20:00,Foie Gras,50,7.04
2024-12-19,Thursday,21:44,Creme Brulee,15,4.04
2024-01-13,Saturday,19:09,Lobster Thermidor,55,10.37
2024-11-05,Tuesday,18:28,Lobster Thermidor,55,14.5
2024-05-09,Thursday,17:08,Truffle Risotto,35,5.03
2024-04-20,Saturday,19:51,Creme Brulee,15,1.56
2024-10-08,Tuesday,17:05,Salmon en Papillote,30,7.21
2024-04-10,Wednesday,19:03,Filet Mignon,45,7.93
2024-10-20,Sunday,18:33,Lobster Thermidor,55,9.86
2024-06-06,Thursday,21:49,Filet Mignon,45,10.82
2024-06-19,Wednesday,19:36,Foie Gras,50,14.86
2024-06-21,Friday,19:54,Creme Brulee,15,1.96
2024-11-26,Tuesday,19:15,Creme Brulee,15,2.67
2024-04-19,Friday,17:49,Creme Brulee,15,2.94
2024-07-07,Sunday,20:05,Creme Brulee,15,1.75
2024-01-07,Sunday,18:28,Foie Gras,50,6.7
2024-08-23,Friday,17:46,Duck Confit,40,7.25
2024-04-19,Friday,19:41,Foie Gras,50,12.32
2024-07-13,Saturday,21:52,Salmon en Papillote,30,5.13
2024-01-22,Monday,18:00,Chocolate Souffle,20,2.68
2024-04-02,Tuesday,19:50,Filet Mignon,45,12.37
2024-01-04,Thursday,17:13,Chocolate Souffle,20,2.5
2024-08-13,Tuesday,17:05,Truffle Risotto,35,5.72
2024-07-12,Friday,18:26,Filet Mignon,45,13.22
2024-08-08,Thursday,17:45,Foie Gras,50,5.99
2024-10-01,Tuesday,20:38,Salmon en Papillote,30,6.37
2024-03-18,Monday,20:44,Creme Brulee,15,1.65
2024-12-28,Saturday,19:26,Salmon en Papillote,30,5.71
2024-07-17,Wednesday,18:36,Creme Brulee,15,3.28
2024-04-28,Sunday,19:20,Chocolate Souffle,20,5.29
2024-08-19,Monday,20:25,Salmon en Papillote,30,8.58
2024-02-14,Wednesday,19:40,Chocolate Souffle,20,3.8
2024-11-27,Wednesday,19:07,Duck Confit,40,4.02
2024-05-01,Wednesday,17:06,Salmon en Papillote,30,3.85
2024-01-11,Thursday,18:55,Chocolate Souffle,20,5.29
2024-06-24,Monday,20:09,Duck Confit,40,6.89
2024-08-27,Tuesday,19:23,Foie Gras,50,7.01
2024-07-07,Sunday,18:39,Filet Mignon,45,9.72
2024-01-24,Wednesday,18:13,Creme Brulee,15,2.04
2024-01-13,Saturday,19:54,Creme Brulee,15,3.83
2024-10-25,Friday,18:15,Lobster Thermidor,55,15.4
2024-11-17,Sunday,21:43,Foie Gras,50,8.66
2024-02-07,Wednesday,18:17,Chocolate Souffle,20,4.9
2024-04-23,Tuesday,18:48,Salmon en Papillote,30,6.54
2024-02-05,Monday,18:09,Lobster Thermidor,55,6.08
2024-01-19,Friday,18:11,Lobster Thermidor,55,13.05
2024-05-13,Monday,18:55,Lobster Thermidor,55,10.18
2024-10-26,Saturday,19:38,Salmon en Papillote,30,3.07
2024-09-09,Monday,19:05,Truffle Risotto,35,7.74
2024-03-17,Sunday,19:38,Duck Confit,40,10.18
2024-08-13,Tuesday,18:26,Foie Gras,50,7.7
2024-05-20,Monday,19:23,Foie Gras,50,11.81
2024-01-12,Friday,17:52,Foie Gras,50,6.75
2024-05-22,Wednesday,21:42,Chocolate Souffle,20,5.19
2024-01-06,Saturday,21:56,Salmon en Papillote,30,7.88
2024-02-26,Monday,18:42,Truffle Risotto,35,3.77
2024-08-02,Friday,19:54,Salmon en Papillote,30,5.25
2024-04-21,Sunday,21:49,Filet Mignon,45,8.3
2024-12-26,Thursday,19:37,Duck Confit,40,5.13
2024-06-20,Thursday,19:23,Foie Gras,50,8.46
2024-04-20,Saturday,21:10,Lobster Thermidor,55,5.56
2024-02-15,Thursday,21:55,Chocolate Souffle,20,3.49
2024-05-21,Tuesday,19:06,Filet Mignon,45,5.33
2024-11-07,Thursday,17:49,Filet Mignon,45,12.27
2024-07-20,Saturday,17:42,Duck Confit,40,4.42
2024-12-28,Saturday,21:25,Foie Gras,50,5.55
2024-05-18,Saturday,19:42,Filet Mignon,45,11.36
2024-11-25,Monday,20:37,Chocolate Souffle,20,3.51
2024-07-19,Friday,20:41,Salmon en Papillote,30,4.8
2024-08-01,Thursday,21:07,Creme Brulee,15,3.24
2024-04-01,Monday,19:37,Lobster Thermidor,55,11.15
2024-10-02,Wednesday,18:28,Truffle Risotto,35,7.38
2024-03-01,Friday,20:11,Chocolate Souffle,20,2.45
2024-06-24,Monday,20:58,Foie Gras,50,13.33
2024-03-16,Saturday,17:56,Chocolate Souffle,20,5.46
2024-02-10,Saturday,17:27,Truffle Risotto,35,5.29
2024-03-01,Friday,19:43,Foie Gras,50,8.61
2024-04-04,Thursday,19:26,Salmon en Papillote,30,7.27
2024-01-25,Thursday,21:03,Chocolate Souffle,20,2.47
2024-09-25,Wednesday,20:12,Foie Gras,50,14.6
2024-06-18,Tuesday,18:31,Lobster Thermidor,55,8.47
2024-03-03,Sunday,21:10,Salmon en Papillote,30,8.89
2024-12-15,Sunday,17:29,Truffle Risotto,35,4.16
2024-10-27,Sunday,21:41,Truffle Risotto,35,9.17
2024-06-14,Friday,19:58,Filet Mignon,45,7.34
2024-11-18,Monday,21:24,Foie Gras,50,6.08
2024-12-12,Thursday,17:16,Chocolate Souffle,20,2.69
2024-11-13,Wednesday,19:32,Truffle Risotto,35,7.46
2024-04-13,Saturday,18:45,Salmon en Papillote,30,6.44
2024-04-27,Saturday,18:05,Salmon en Papillote,30,4.82
2024-07-03,Wednesday,19:34,Foie Gras,50,11.54
2024-03-27,Wednesday,17:07,Duck Confit,40,5.73
2024-12-27,Friday,19:45,Truffle Risotto,35,9.61
2024-03-15,Friday,21:32,Truffle Risotto,35,7.0
2024-10-26,Saturday,17:42,Filet Mignon,45,12.3
2024-10-12,Saturday,17:04,Foie Gras,50,11.47
2024-05-24,Friday,19:31,Duck Confit,40,7.2
2024-02-17,Saturday,21:16,Foie Gras,50,9.59
2024-04-26,Friday,19:01,Chocolate Souffle,20,5.19
2024-03-02,Saturday,20:30,Foie Gras,50,10.93
2024-06-06,Thursday,21:02,Duck Confit,40,5.38
2024-11-22,Friday,21:40,Duck Confit,40,4.48
2024-07-16,Tuesday,20:15,Foie Gras,50,9.84
2024-05-16,Thursday,20:24,Salmon en Papillote,30,8.47
2024-02-19,Monday,20:13,Creme Brulee,15,1.71
2024-04-23,Tuesday,19:22,Filet Mignon,45,12.82
2024-07-14,Sunday,18:52,Lobster Thermidor,55,9.47
2024-01-08,Monday,19:10,Creme Brulee,15,1.7
2024-07-28,Sunday,21:14,Creme Brulee,15,4.08
2024-03-25,Monday,18:22,Lobster Thermidor,55,11.63
2024-10-21,Monday,18:54,Filet Mignon,45,7.07
2024-10-02,Wednesday,19:12,Chocolate Souffle,20,3.79
2024-01-11,Thursday,20:12,Creme Brulee,15,3.23
2024-07-02,Tuesday,17:50,Salmon en Papillote,30,5.4
2024-01-16,Tuesday,18:13,Duck Confit,40,6.2
2024-09-12,Thursday,21:38,Foie Gras,50,6.18
2024-07-10,Wednesday,21:11,Lobster Thermidor,55,12.47
2024-06-23,Sunday,18:41,Chocolate Souffle,20,5.88
2024-11-02,Saturday,19:19,Lobster Thermidor,55,13.68
2024-10-21,Monday,20:07,Chocolate Souffle,20,2.37
2024-07-05,Friday,18:52,Salmon en Papillote,30,7.71
2024-01-13,Saturday,21:12,Chocolate Souffle,20,2.05
2024-12-20,Friday,17:12,Salmon en Papillote,30,6.12
2024-05-14,Tuesday,21:12,Salmon en Papillote,30,5.72
2024-01-21,Sunday,17:14,Filet Mignon,45,11.46
2024-03-12,Tuesday,18:33,Truffle Risotto,35,7.88
2024-11-25,Monday,17:57,Duck Confit,40,8.74
2024-11-25,Monday,21:06,Creme Brulee,15,3.37
2024-12-11,Wednesday,17:01,Foie Gras,50,8.83
2024-05-05,Sunday,17:43,Salmon en Papillote,30,4.42
2024-11-20,Wednesday,17:25,Chocolate Souffle,20,4.27
2024-10-20,Sunday,18:55,Creme Brulee,15,1.84
2024-12-25,Wednesday,19:38,Lobster Thermidor,55,14.63
2024-03-16,Saturday,17:11,Foie Gras,50,9.47
2024-01-13,Saturday,21:45,Filet Mignon,45,5.42
2024-01-08,Monday,18:36,Duck Confit,40,8.99
2024-10-01,Tuesday,21:58,Chocolate Souffle,20,4.5
2024-12-22,Sunday,20:51,Salmon en Papillote,30,3.89
2024-11-15,Friday,17:55,Truffle Risotto,35,8.96
2024-07-28,Sunday,17:04,Filet Mignon,45,12.36
2024-08-07,Wednesday,20:35,Duck Confit,40,10.61
2024-11-10,Sunday,19:44,Chocolate Souffle,20,3.68
2024-09-17,Tuesday,19:08,Chocolate Souffle,20,5.74
2024-12-18,Wednesday,17:28,Truffle Risotto,35,8.52
2024-07-11,Thursday,19:46,Foie Gras,50,11.9
2024-10-01,Tuesday,18:40,Salmon en Papillote,30,8.07
2024-07-11,Thursday,21:26,Creme Brulee,15,1.64
2024-07-28,Sunday,18:32,Filet Mignon,45,5.67
2024-12-11,Wednesday,18:56,Lobster Thermidor,55,11.19
2024-12-20,Friday,17:35,Chocolate Souffle,20,5.51
2024-05-14,Tuesday,18:57,Truffle Risotto,35,7.97
2024-11-24,Sunday,21:38,Chocolate Souffle,20,5.06
2024-05-04,Saturday,17:30,Duck Confit,40,4.85
2024-03-17,Sunday,17:04,Salmon en Papillote,30,6.94
2024-01-08,Monday,20:45,Lobster Thermidor,55,11.48
2024-06-15,Saturday,20:40,Chocolate Souffle,20,3.36
2024-06-13,Thursday,19:02,Filet Mignon,45,13.17
2024-03-02,Saturday,20:59,Salmon en Papillote,30,8.47
2024-02-28,Wednesday,20:28,Lobster Thermidor,55,10.52
2024-07-22,Monday,18:53,Creme Brulee,15,3.37
2024-06-18,Tuesday,19:14,Truffle Risotto,35,9.73
2024-07-24,Wednesday,19:47,Filet Mignon,45,11.28
2024-04-24,Wednesday,21:31,Duck Confit,40,5.92
2024-01-05,Friday,21:02,Salmon en Papillote,30,6.15
2024-06-20,Thursday,21:06,Salmon en Papillote,30,3.11
2024-04-10,Wednesday,17:33,Foie Gras,50,8.44
2024-07-28,Sunday,19:37,Truffle Risotto,35,6.53
2024-01-10,Wednesday,21:49,Duck Confit,40,8.66
2024-07-08,Monday,19:49,Foie Gras,50,6.57
2024-08-26,Monday,20:20,Chocolate Souffle,20,4.23
2024-05-23,Thursday,21:11,Filet Mignon,45,5.2
2024-10-28,Monday,19:44,Salmon en Papillote,30,6.01
2024-10-14,Monday,21:58,Lobster Thermidor,55,15.42
2024-03-24,Sunday,19:36,Salmon en Papillote,30,5.53
2024-09-06,Friday,18:40,Lobster Thermidor,55,15.87
2024-04-13,Saturday,21:40,Duck Confit,40,5.95
2024-11-27,Wednesday,19:31,Duck Confit,40,11.71
2024-04-12,Friday,18:41,Lobster Thermidor,55,13.11
2024-08-16,Friday,21:51,Chocolate Souffle,20,5.3
2024-08-26,Monday,17:12,Foie Gras,50,8.0
2024-02-06,Tuesday,20:50,Creme Brulee,15,3.79
2024-07-05,Friday,20:52,Salmon en Papillote,30,4.43
2024-11-16,Saturday,17:20,Foie Gras,50,8.83
2024-07-13,Saturday,17:10,Salmon en Papillote,30,4.69
2024-06-26,Wednesday,18:23,Salmon en Papillote,30,3.15
2024-09-16,Monday,21:41,Foie Gras,50,12.27
2024-07-08,Monday,21:08,Chocolate Souffle,20,5.07
2024-03-21,Thursday,19:14,Filet Mignon,45,7.83
2024-02-14,Wednesday,19:10,Chocolate Souffle,20,4.37
2024-05-17,Friday,19:37,Salmon en Papillote,30,3.23
2024-07-11,Thursday,20:43,Duck Confit,40,7.84
2024-01-24,Wednesday,18:23,Lobster Thermidor,55,10.33
2024-01-20,Saturday,20:10,Foie Gras,50,10.6
2024-11-15,Friday,17:37,Filet Mignon,45,11.4
2024-05-22,Wednesday,19:42,Filet Mignon,45,9.29
2024-06-07,Friday,18:28,Filet Mignon,45,7.82
2024-03-24,Sunday,20:35,Salmon en Papillote,30,3.74
2024-01-17,Wednesday,21:03,Filet Mignon,45,7.12
2024-05-19,Sunday,21:04,Foie Gras,50,10.14
2024-03-26,Tuesday,19:39,Filet Mignon,45,5.39
2024-05-21,Tuesday,20:58,Truffle Risotto,35,7.39
2024-07-16,Tuesday,19:06,Duck Confit,40,6.53
2024-12-04,Wednesday,18:22,Foie Gras,50,8.45
2024-03-27,Wednesday,17:19,Filet Mignon,45,10.81
2024-01-09,Tuesday,21:09,Chocolate Souffle,20,3.26
2024-02-18,Sunday,18:27,Lobster Thermidor,55,7.32
2024-07-08,Monday,19:26,Filet Mignon,45,8.91
2024-01-18,Thursday,21:26,Lobster Thermidor,55,8.1
2024-09-15,Sunday,20:48,Chocolate Souffle,20,2.25
2024-06-12,Wednesday,19:13,Duck Confit,40,10.92
2024-05-22,Wednesday,20:25,Lobster Thermidor,55,15.85
2024-08-17,Saturday,17:36,Duck Confit,40,8.19
2024-11-04,Monday,18:52,Filet Mignon,45,8.72
2024-02-18,Sunday,20:17,Foie Gras,50,11.33
2024-09-06,Friday,18:21,Duck Confit,40,8.96
2024-01-13,Saturday,21:22,Foie Gras,50,6.35
2024-08-07,Wednesday,21:10,Salmon en Papillote,30,4.63
2024-01-10,Wednesday,21:02,Filet Mignon,45,5.01
2024-03-05,Tuesday,19:03,Foie Gras,50,11.12
2024-11-01,Friday,17:10,Chocolate Souffle,20,4.31
2024-02-25,Sunday,18:33,Lobster Thermidor,55,7.15
2024-01-18,Thursday,19:17,Lobster Thermidor,55,6.68
2024-03-17,Sunday,19:31,Lobster Thermidor,55,16.07
2024-10-10,Thursday,18:32,Duck Confit,40,8.24
2024-11-13,Wednesday,20:11,Filet Mignon,45,5.75
2024-05-19,Sunday,21:52,Chocolate Souffle,20,3.89
2024-12-28,Saturday,20:39,Creme Brulee,15,3.18
2024-10-09,Wednesday,21:22,Duck Confit,40,10.12
2024-06-16,Sunday,20:46,Filet Mignon,45,8.66
2024-12-05,Thursday,19:15,Truffle Risotto,35,8.16
2024-10-03,Thursday,20:04,Creme Brulee,15,4.41
2024-11-26,Tuesday,21:59,Foie Gras,50,5.75
2024-11-01,Friday,19:24,Foie Gras,50,12.49
2024-03-03,Sunday,21:42,Lobster Thermidor,55,10.87
2024-07-24,Wednesday,21:00,Lobster Thermidor,55,7.1
2024-02-11,Sunday,21:32,Duck Confit,40,6.78
2024-10-11,Friday,17:06,Creme Brulee,15,3.14
2024-01-16,Tuesday,17:50,Salmon en Papillote,30,8.65
2024-05-15,Wednesday,21:20,Lobster Thermidor,55,12.36
2024-06-03,Monday,20:40,Chocolate Souffle,20,2.58
2024-09-02,Monday,19:59,Lobster Thermidor,55,11.7
2024-04-13,Saturday,17:34,Creme Brulee,15,3.3
2024-02-22,Thursday,20:56,Salmon en Papillote,30,4.87
2024-06-11,Tuesday,19:00,Creme Brulee,15,1.84
2024-11-12,Tuesday,18:42,Duck Confit,40,10.33
2024-08-14,Wednesday,18:15,Salmon en Papillote,30,8.2
2024-05-08,Wednesday,17:57,Chocolate Souffle,20,3.62
2024-07-03,Wednesday,21:17,Duck Confit,40,8.4
2024-01-05,Friday,19:22,Lobster Thermidor,55,15.62
2024-07-02,Tuesday,21:16,Filet Mignon,45,7.7
2024-04-22,Monday,21:56,Truffle Risotto,35,4.86
2024-01-06,Saturday,21:42,Creme Brulee,15,2.65
2024-05-18,Saturday,19:45,Creme Brulee,15,3.87
2024-04-01,Monday,19:45,Truffle Risotto,35,6.63
2024-12-12,Thursday,18:04,Chocolate Souffle,20,3.51
2024-08-21,Wednesday,19:12,Filet Mignon,45,10.52
2024-12-21,Saturday,18:17,Duck Confit,40,9.8
2024-01-03,Wednesday,19:24,Duck Confit,40,8.49
2024-04-21,Sunday,19:39,Truffle Risotto,35,6.06
2024-10-09,Wednesday,18:37,Lobster Thermidor,55,12.73
2024-11-07,Thursday,19:16,Truffle Risotto,35,5.99
2024-09-25,Wednesday,18:18,Salmon en Papillote,30,6.47
2024-09-22,Sunday,20:47,Chocolate Souffle,20,3.0
2024-03-14,Thursday,18:29,Creme Brulee,15,2.33
2024-05-17,Friday,17:07,Lobster Thermidor,55,5.91
2024-07-03,Wednesday,20:54,Truffle Risotto,35,8.07
2024-12-23,Monday,21:37,Duck Confit,40,4.95
2024-02-26,Monday,20:34,Chocolate Souffle,20,3.97
2024-05-06,Monday,19:36,Filet Mignon,45,7.86
2024-08-08,Thursday,17:43,Lobster Thermidor,55,12.29
2024-06-02,Sunday,17:49,Filet Mignon,45,6.53
2024-09-24,Tuesday,18:03,Duck Confit,40,8.06
2024-07-25,Thursday,20:45,Filet Mignon,45,8.74
2024-08-02,Friday,20:29,Creme Brulee,15,4.26
2024-08-26,Monday,17:52,Truffle Risotto,35,6.3
2024-08-03,Saturday,19:45,Duck Confit,40,6.26
2024-02-18,Sunday,17:21,Filet Mignon,45,11.24
2024-09-22,Sunday,21:45,Salmon en Papillote,30,6.18
2024-08-26,Monday,20:31,Salmon en Papillote,30,6.21
2024-11-21,Thursday,19:20,Duck Confit,40,5.7
2024-03-01,Friday,18:47,Salmon en Papillote,30,5.13
2024-04-05,Friday,18:35,Truffle Risotto,35,5.68
2024-10-22,Tuesday,20:43,Creme Brulee,15,4.24
2024-06-20,Thursday,20:58,Truffle Risotto,35,6.06
2024-09-26,Thursday,20:57,Creme Brulee,15,3.93
2024-09-08,Sunday,17:54,Foie Gras,50,9.69
2024-08-22,Thursday,21:57,Lobster Thermidor,55,13.69
2024-04-27,Saturday,18:39,Chocolate Souffle,20,5.31
2024-11-23,Saturday,20:46,Truffle Risotto,35,9.22
2024-05-12,Sunday,20:22,Truffle Risotto,35,9.69
2024-04-13,Saturday,17:01,Lobster Thermidor,55,15.84
2024-10-20,Sunday,17:38,Duck Confit,40,5.89
2024-08-11,Sunday,19:24,Lobster Thermidor,55,12.55
2024-03-22,Friday,21:46,Salmon en Papillote,30,3.94
2024-01-20,Saturday,18:12,Filet Mignon,45,12.96
2024-01-24,Wednesday,19:24,Lobster Thermidor,55,10.27
2024-11-08,Friday,21:22,Truffle Risotto,35,9.8
2024-03-22,Friday,18:11,Creme Brulee,15,3.43
2024-08-04,Sunday,19:06,Lobster Thermidor,55,16.05
2024-03-10,Sunday,18:07,Foie Gras,50,5.63
2024-10-16,Wednesday,19:25,Truffle Risotto,35,8.61
2024-06-12,Wednesday,19:58,Duck Confit,40,9.67
2024-11-07,Thursday,17:23,Lobster Thermidor,55,12.69
2024-06-19,Wednesday,21:03,Creme Brulee,15,2.26
2024-01-22,Monday,20:02,Duck Confit,40,4.68
2024-08-06,Tuesday,21:57,Salmon en Papillote,30,5.16
2024-03-18,Monday,21:46,Lobster Thermidor,55,10.6
2024-10-17,Thursday,18:22,Creme Brulee,15,2.47
2024-10-24,Thursday,20:29,Salmon en Papillote,30,3.62
2024-02-22,Thursday,18:32,Creme Brulee,15,2.12
2024-03-25,Monday,17:22,Duck Confit,40,5.96
2024-02-02,Friday,18:33,Foie Gras,50,8.94
2024-03-21,Thursday,17:10,Foie Gras,50,10.61
2024-04-15,Monday,19:32,Filet Mignon,45,7.97
2024-06-04,Tuesday,19:30,Filet Mignon,45,10.88
2024-08-23,Friday,21:09,Salmon en Papillote,30,6.18
2024-07-02,Tuesday,21:25,Lobster Thermidor,55,11.45
2024-03-26,Tuesday,21:15,Foie Gras,50,12.39
2024-11-03,Sunday,18:22,Duck Confit,40,5.79
2024-02-13,Tuesday,21:35,Filet Mignon,45,9.96
2024-02-26,Monday,20:21,Filet Mignon,45,5.56
2024-08-15,Thursday,19:10,Creme Brulee,15,3.0
2024-06-14,Friday,18:02,Duck Confit,40,9.29
2024-01-02,Tuesday,18:50,Truffle Risotto,35,6.78
2024-06-08,Saturday,19:59,Lobster Thermidor,55,5.62
2024-07-13,Saturday,19:11,Salmon en Papillote,30,7.21
2024-01-17,Wednesday,20:17,Duck Confit,40,7.11
2024-08-10,Saturday,17:25,Salmon en Papillote,30,5.0
2024-01-03,Wednesday,18:48,Duck Confit,40,7.78
2024-02-08,Thursday,20:37,Creme Brulee,15,3.72
2024-05-16,Thursday,18:05,Chocolate Souffle,20,3.55
2024-01-15,Monday,19:28,Filet Mignon,45,12.54
2024-07-04,Thursday,21:43,Creme Brulee,15,3.97
2024-03-07,Thursday,18:56,Lobster Thermidor,55,6.79
2024-03-16,Saturday,18:50,Salmon en Papillote,30,8.68
2024-10-17,Thursday,20:16,Filet Mignon,45,7.74
2024-03-02,Saturday,19:16,Duck Confit,40,4.66
2024-02-12,Monday,18:31,Chocolate Souffle,20,5.29
2024-01-18,Thursday,21:15,Salmon en Papillote,30,4.95
2024-08-12,Monday,20:09,Duck Confit,40,5.67
2024-10-25,Friday,21:44,Salmon en Papillote,30,7.21
2024-08-16,Friday,20:02,Salmon en Papillote,30,5.76
2024-10-16,Wednesday,18:14,Filet Mignon,45,8.78
2024-07-08,Monday,21:00,Lobster Thermidor,55,10.84
2024-02-17,Saturday,19:00,Salmon en Papillote,30,8.3
2024-11-11,Monday,19:32,Duck Confit,40,7.66
2024-03-21,Thursday,18:27,Creme Brulee,15,1.82
2024-03-05,Tuesday,17:54,Creme Brulee,15,3.63
2024-01-17,Wednesday,18:51,Duck Confit,40,4.59
2024-03-04,Monday,19:43,Foie Gras,50,10.47
2024-02-15,Thursday,21:23,Foie Gras,50,8.94
2024-03-19,Tuesday,20:06,Duck Confit,40,11.64
2024-07-18,Thursday,17:52,Salmon en Papillote,30,5.09
2024-04-14,Sunday,19:20,Creme Brulee,15,4.32
2024-10-12,Saturday,21:02,Truffle Risotto,35,8.61
2024-02-06,Tuesday,19:19,Salmon en Papillote,30,3.12
2024-06-12,Wednesday,20:50,Filet Mignon,45,7.47
2024-12-12,Thursday,19:22,Lobster Thermidor,55,14.0
2024-12-07,Saturday,20:42,Lobster Thermidor,55,12.76
2024-01-25,Thursday,21:01,Duck Confit,40,6.85
2024-10-17,Thursday,17:29,Truffle Risotto,35,10.46
2024-05-05,Sunday,18:43,Duck Confit,40,4.31
2024-11-19,Tuesday,19:19,Salmon en Papillote,30,6.1
2024-12-12,Thursday,21:32,Foie Gras,50,11.73
2024-03-12,Tuesday,18:56,Chocolate Souffle,20,3.33
2024-12-03,Tuesday,17:49,Creme Brulee,15,1.53
2024-10-19,Saturday,20:14,Filet Mignon,45,11.82
2024-10-22,Tuesday,18:41,Creme Brulee,15,1.68
2024-08-28,Wednesday,18:24,Filet Mignon,45,4.81
2024-06-20,Thursday,19:15,Truffle Risotto,35,9.13
2024-01-25,Thursday,21:39,Duck Confit,40,6.46
2024-07-09,Tuesday,17:56,Foie Gras,50,5.77
2024-06-16,Sunday,21:15,Foie Gras,50,14.58
2024-03-19,Tuesday,20:59,Lobster Thermidor,55,11.18
2024-10-21,Monday,17:16,Chocolate Souffle,20,4.26
2024-03-12,Tuesday,19:21,Filet Mignon,45,7.24
2024-06-15,Saturday,17:09,Creme Brulee,15,4.13
2024-08-11,Sunday,18:47,Duck Confit,40,7.54
2024-02-21,Wednesday,19:01,Chocolate Souffle,20,3.49
2024-08-17,Saturday,17:44,Foie Gras,50,10.35
2024-01-02,Tuesday,20:57,Duck Confit,40,6.95
2024-11-09,Saturday,18:33,Duck Confit,40,4.75
2024-02-04,Sunday,21:27,Duck Confit,40,7.06
2024-04-11,Thursday,17:00,Lobster Thermidor,55,15.73
2024-12-03,Tuesday,18:48,Truffle Risotto,35,6.6
2024-08-03,Saturday,18:30,Lobster Thermidor,55,6.93
2024-11-26,Tuesday,21:51,Truffle Risotto,35,7.19
2024-01-05,Friday,20:20,Duck Confit,40,7.3
2024-09-26,Thursday,21:59,Salmon en Papillote,30,7.0
2024-10-18,Friday,17:39,Salmon en Papillote,30,7.36
2024-07-13,Saturday,20:53,Chocolate Souffle,20,5.64
2024-11-03,Sunday,20:58,Foie Gras,50,12.59
2024-08-13,Tuesday,20:57,Lobster Thermidor,55,10.08
2024-11-23,Saturday,21:15,Foie Gras,50,7.37
2024-08-26,Monday,21:26,Foie Gras,50,6.2
2024-05-24,Friday,19:13,Salmon en Papillote,30,7.24
2024-01-13,Saturday,21:33,Truffle Risotto,35,5.32
2024-10-08,Tuesday,20:58,Salmon en Papillote,30,8.99
2024-04-04,Thursday,20:09,Foie Gras,50,9.33
