Date,Time,Day of Week,Item,Price,Tip,Cost,Server
2024-03-06,15:7,Wednesday,Sandwich,19.19,3.94,11.91,David
2024-03-22,12:12,Friday,Tacos,45.03,8.58,6.67,Charlie
2024-03-11,16:17,Monday,Ramen,28.87,4.52,13.87,Frank
2024-03-22,19:47,Friday,Soup,17.34,2.94,7.46,Frank
2024-03-31,18:47,Sunday,Steak,43.12,8.31,5.77,Ivy
2024-03-22,14:53,Friday,Pizza,19.5,4.19,5.27,Alice
2024-03-22,16:13,Friday,Sushi,45.33,10.63,7.85,Jack
2024-03-29,17:40,Friday,Ramen,44.54,8.14,5.97,Bob
2024-03-29,17:57,Friday,Pasta,25.29,4.44,8.53,Jack
2024-03-01,17:45,Friday,Burger,29.36,5.85,12.82,Alice
2024-03-16,16:55,Saturday,Sushi,19.91,3.56,12.62,Emma
2024-03-19,18:20,Tuesday,Ramen,29.2,5.67,8.87,Ivy
2024-03-20,14:33,Wednesday,Sushi,17.79,3.82,12.53,Grace
2024-03-13,19:45,Wednesday,Burger,36.07,6.59,13.39,Frank
2024-03-06,11:43,Wednesday,Pizza,31.4,6.01,3.23,Emma
2024-03-04,14:15,Monday,Salad,33.69,7.68,6.56,Bob
2024-03-19,20:22,Tuesday,Sushi,29.57,6.52,5.44,Emma
2024-03-03,20:32,Sunday,Salad,11.43,2.24,9.82,Charlie
2024-03-24,13:49,Sunday,Sandwich,21.1,4.14,11.81,Bob
2024-03-08,15:59,Friday,Salad,37.78,7.21,3.91,Frank
2024-03-08,21:33,Friday,Salad,45.14,11.08,3.98,Grace
2024-03-16,18:20,Saturday,Burger,38.98,8.27,5.5,Jack
2024-03-10,20:19,Sunday,Burger,14.28,2.46,11.92,Frank
2024-03-17,11:1,Sunday,Sushi,39.62,9.89,4.07,Charlie
2024-03-30,12:25,Saturday,Sandwich,29.48,6.27,7.88,Bob
2024-03-11,15:12,Monday,Burger,13.94,2.31,5.44,Bob
2024-03-01,15:26,Friday,Burger,29.01,6.56,3.35,David
2024-03-25,16:42,Monday,Burger,46.8,10.45,13.3,Charlie
2024-03-05,19:34,Tuesday,Salad,41.81,7.0,7.24,Alice
2024-03-28,19:37,Thursday,Sandwich,21.99,3.6,5.42,Alice
2024-03-18,14:59,Monday,Sushi,41.3,9.79,12.97,Ivy
2024-03-23,15:5,Saturday,Pasta,26.5,6.3,12.1,Emma
2024-03-28,12:9,Thursday,Tacos,47.46,10.08,10.18,Jack
2024-03-02,19:46,Saturday,Pasta,15.11,2.68,7.03,Bob
2024-03-11,13:47,Monday,Burger,27.45,5.13,4.72,Henry
2024-03-13,20:1,Wednesday,Salad,36.05,7.54,10.38,Frank
2024-03-02,18:56,Saturday,Pasta,48.65,11.33,4.78,Jack
2024-03-12,15:17,Tuesday,Salad,25.7,4.24,14.81,David
2024-03-22,15:5,Friday,Pizza,47.3,8.47,11.59,Jack
2024-03-03,19:23,Sunday,Salad,20.56,3.72,8.16,Alice
2024-03-24,17:0,Sunday,Salad,29.75,4.66,8.29,Alice
2024-03-27,20:16,Wednesday,Soup,35.07,6.88,9.85,Jack
2024-03-26,21:6,Tuesday,Ramen,35.17,8.08,10.93,Charlie
2024-03-22,20:30,Friday,Sushi,46.33,8.98,14.15,Jack
2024-03-20,11:8,Wednesday,Salad,11.66,2.06,14.3,Alice
2024-03-03,18:58,Sunday,Tacos,27.72,6.71,3.68,Grace
2024-03-08,14:42,Friday,Salad,45.93,8.47,11.97,Bob
2024-03-20,13:28,Wednesday,Ramen,31.23,5.23,13.55,Jack
2024-03-06,12:55,Wednesday,Burger,43.97,6.7,11.95,Frank
2024-03-20,18:42,Wednesday,Pizza,16.43,4.05,5.03,Alice
2024-03-07,21:2,Thursday,Tacos,27.33,4.59,12.27,Emma
2024-03-16,15:54,Saturday,Pasta,14.69,3.33,6.75,Grace
2024-03-19,20:10,Tuesday,Steak,21.1,4.8,3.68,Grace
2024-03-20,15:29,Wednesday,Sandwich,29.48,4.69,10.8,Alice
2024-03-05,14:15,Tuesday,Tacos,32.33,7.6,12.56,Jack
2024-03-14,19:40,Thursday,Soup,18.42,4.43,13.62,Frank
2024-03-30,16:42,Saturday,Steak,39.33,6.96,5.25,Frank
2024-03-12,15:21,Tuesday,Sandwich,40.38,7.58,10.92,David
2024-03-17,21:5,Sunday,Soup,41.29,7.46,12.52,Henry
2024-03-31,13:13,Sunday,Ramen,11.83,2.57,4.41,Ivy
2024-03-23,20:5,Saturday,Sushi,18.25,4.49,9.51,Emma
2024-03-05,17:49,Tuesday,Sandwich,27.82,6.85,12.45,David
2024-03-25,14:58,Monday,Soup,19.88,3.85,10.52,Jack
2024-03-31,21:0,Sunday,Burger,26.07,5.7,6.4,Frank
2024-03-18,12:10,Monday,Burger,33.04,8.09,13.45,Jack
2024-03-11,16:38,Monday,Sandwich,49.58,9.31,5.08,Charlie
2024-03-08,15:36,Friday,Burger,34.1,7.24,12.63,Charlie
2024-03-17,17:24,Sunday,Tacos,47.74,8.13,13.81,Bob
2024-03-10,21:50,Sunday,Steak,39.87,7.05,3.41,Grace
2024-03-03,18:38,Sunday,Steak,49.04,11.25,6.37,Bob
2024-03-29,13:32,Friday,Pasta,18.67,4.56,11.78,Emma
2024-03-24,16:43,Sunday,Salad,44.0,7.01,12.79,Emma
2024-03-05,19:53,Tuesday,Sandwich,40.96,8.22,13.19,Frank
2024-03-28,20:26,Thursday,Ramen,34.13,7.4,5.19,Frank
2024-03-03,14:36,Sunday,Steak,48.68,8.79,3.46,Henry
2024-03-30,16:50,Saturday,Pasta,47.03,10.34,4.37,Jack
2024-03-11,20:35,Monday,Sandwich,13.86,2.6,5.39,Charlie
2024-03-11,12:20,Monday,Ramen,22.01,5.3,8.56,Emma
2024-03-01,16:57,Friday,Steak,11.9,2.75,9.55,Alice
2024-03-14,13:29,Thursday,Sushi,22.65,4.24,4.33,Henry
2024-03-18,16:44,Monday,Pizza,27.58,4.75,8.59,Emma
2024-03-24,20:1,Sunday,Burger,22.83,5.69,11.41,Bob
2024-03-25,12:3,Monday,Pasta,26.19,5.34,14.14,Ivy
2024-03-28,18:25,Thursday,Sandwich,21.62,3.52,14.41,Ivy
2024-03-18,17:10,Monday,Ramen,16.17,3.19,3.19,Alice
2024-03-01,18:57,Friday,Salad,31.28,6.99,8.35,Grace
2024-03-26,20:47,Tuesday,Sushi,17.72,3.67,8.49,Bob
2024-03-02,20:42,Saturday,Sandwich,19.84,3.83,11.32,Alice
2024-03-15,19:30,Friday,Soup,45.96,10.58,14.75,Jack
2024-03-18,20:28,Monday,Pasta,19.37,3.86,12.9,Henry
2024-03-13,15:47,Wednesday,Sandwich,13.64,2.41,7.74,Grace
2024-03-05,19:13,Tuesday,Steak,17.04,4.01,12.8,David
2024-03-19,11:4,Tuesday,Salad,33.32,5.56,11.76,Alice
2024-03-15,18:13,Friday,Ramen,49.91,11.91,14.18,Henry
2024-03-05,18:40,Tuesday,Sushi,12.85,2.92,14.81,Charlie
2024-03-14,20:23,Thursday,Salad,18.61,4.07,11.15,Alice
2024-03-05,15:42,Tuesday,Pasta,24.21,3.85,5.58,Ivy
2024-03-14,14:41,Thursday,Sushi,21.95,4.11,8.51,Ivy
2024-03-07,16:17,Thursday,Steak,49.22,11.47,7.52,Grace
2024-03-02,17:19,Saturday,Ramen,16.49,3.6,3.16,Henry
2024-03-30,19:10,Saturday,Sandwich,21.32,4.97,7.71,Grace
2024-03-11,18:34,Monday,Steak,30.42,6.78,6.09,Charlie
2024-03-08,16:53,Friday,Ramen,34.05,6.91,13.43,Henry
2024-03-26,21:8,Tuesday,Tacos,41.74,6.43,14.51,Charlie
2024-03-15,16:24,Friday,Steak,22.25,4.11,4.39,Alice
2024-03-13,21:16,Wednesday,Ramen,40.78,6.56,14.06,Jack
2024-03-10,18:52,Sunday,Salad,32.47,6.98,5.3,David
2024-03-16,21:31,Saturday,Pasta,40.91,7.49,10.59,Emma
2024-03-29,18:12,Friday,Sushi,48.1,9.69,5.44,Emma
2024-03-27,13:30,Wednesday,Salad,34.62,5.65,4.51,Bob
2024-03-06,13:53,Wednesday,Salad,24.56,5.58,8.48,Grace
2024-03-21,12:32,Thursday,Ramen,13.38,2.43,6.92,Emma
2024-03-13,16:39,Wednesday,Sandwich,38.04,7.02,6.27,Charlie
2024-03-21,15:53,Thursday,Steak,41.26,8.05,5.94,Bob
2024-03-13,14:4,Wednesday,Sandwich,35.48,8.71,5.65,David
2024-03-10,11:43,Sunday,Ramen,33.81,7.65,5.13,Alice
2024-03-08,18:34,Friday,Tacos,29.85,5.37,7.42,Grace
2024-03-02,20:48,Saturday,Sandwich,35.56,7.32,8.78,David
2024-03-06,15:7,Wednesday,Sushi,28.82,5.87,11.31,Alice
2024-03-08,16:45,Friday,Ramen,40.47,6.86,8.79,Jack
2024-03-06,13:36,Wednesday,Soup,13.98,3.09,9.22,Bob
2024-03-29,17:59,Friday,Soup,28.1,6.78,8.14,Ivy
2024-03-05,21:2,Tuesday,Pasta,45.18,7.82,12.0,Jack
2024-03-22,15:19,Friday,Ramen,43.58,9.66,9.47,Henry
2024-03-07,16:35,Thursday,Pizza,25.65,6.0,6.18,Bob
2024-03-21,16:35,Thursday,Pizza,31.47,6.61,11.18,Jack
2024-03-17,13:10,Sunday,Sandwich,42.58,9.41,13.84,Henry
2024-03-17,12:5,Sunday,Sandwich,23.01,5.52,14.66,Henry
2024-03-19,13:0,Tuesday,Steak,31.03,6.14,8.63,Henry
2024-03-23,19:12,Saturday,Sandwich,47.14,10.63,6.62,Ivy
2024-03-28,14:2,Thursday,Soup,32.45,7.67,10.77,Emma
2024-03-28,12:31,Thursday,Tacos,16.76,2.83,14.99,Jack
2024-03-14,16:25,Thursday,Burger,27.5,6.01,11.79,Alice
2024-03-01,15:32,Friday,Burger,17.16,3.71,3.09,Jack
2024-03-24,19:49,Sunday,Pizza,32.95,7.26,8.23,Jack
2024-03-05,15:2,Tuesday,Pizza,31.73,7.5,9.71,Henry
2024-03-11,11:35,Monday,Ramen,24.78,3.8,9.39,Frank
2024-03-05,19:32,Tuesday,Sandwich,15.84,3.83,11.39,Grace
2024-03-31,19:19,Sunday,Burger,38.11,9.4,10.5,Henry
2024-03-19,18:2,Tuesday,Salad,18.2,4.24,13.2,Grace
2024-03-22,16:46,Friday,Tacos,11.27,2.8,13.6,Frank
2024-03-25,20:44,Monday,Burger,44.94,8.76,7.37,Charlie
2024-03-12,17:5,Tuesday,Burger,24.98,5.75,3.31,Henry
2024-03-01,15:58,Friday,Sandwich,42.08,7.04,11.05,David
2024-03-20,12:34,Wednesday,Ramen,25.57,4.31,14.54,David
2024-03-08,18:36,Friday,Sushi,39.69,7.46,5.89,Charlie
2024-03-05,19:15,Tuesday,Steak,13.2,2.09,6.63,Emma
2024-03-18,12:19,Monday,Tacos,27.02,6.08,3.16,Alice
2024-03-13,15:12,Wednesday,Sandwich,45.13,8.11,5.37,Emma
2024-03-21,11:32,Thursday,Ramen,21.19,4.86,6.19,Grace
2024-03-04,20:25,Monday,Sandwich,35.33,8.1,5.66,Bob
2024-03-16,16:58,Saturday,Soup,33.17,5.2,4.76,Frank
2024-03-30,20:58,Saturday,Sandwich,49.24,12.02,8.09,Jack
2024-03-14,11:40,Thursday,Sushi,12.96,2.16,10.93,Charlie
2024-03-12,16:38,Tuesday,Soup,19.53,4.48,9.66,Frank
2024-03-02,15:23,Saturday,Soup,41.78,6.78,5.73,Ivy
2024-03-16,21:14,Saturday,Salad,29.07,6.82,11.16,Jack
2024-03-27,11:26,Wednesday,Pasta,20.36,4.52,10.74,Charlie
2024-03-04,11:38,Monday,Soup,37.42,7.39,3.83,Frank
2024-03-28,18:41,Thursday,Ramen,28.15,5.06,6.27,David
2024-03-02,21:53,Saturday,Pasta,33.88,8.16,4.52,Charlie
2024-03-28,21:45,Thursday,Soup,38.41,7.59,6.6,David
2024-03-11,14:48,Monday,Salad,39.64,7.03,14.96,Henry
2024-03-19,11:50,Tuesday,Burger,42.8,10.58,5.5,Bob
2024-03-28,11:52,Thursday,Ramen,21.58,4.23,14.79,Emma
2024-03-26,14:11,Tuesday,Pizza,25.99,5.14,3.42,Emma
2024-03-16,16:21,Saturday,Ramen,40.17,6.42,9.99,Ivy
2024-03-24,15:20,Sunday,Pizza,37.88,9.01,12.07,David
2024-03-11,11:20,Monday,Ramen,44.67,10.78,4.06,Charlie
2024-03-29,20:56,Friday,Steak,47.51,11.87,6.67,Bob
2024-03-14,14:44,Thursday,Sushi,14.98,3.16,9.36,Henry
2024-03-14,15:59,Thursday,Tacos,24.91,5.38,12.15,Henry
2024-03-16,13:58,Saturday,Sushi,13.35,2.44,4.63,Henry
2024-03-05,18:28,Tuesday,Soup,28.87,5.34,6.69,Alice
2024-03-18,18:26,Monday,Ramen,38.97,7.92,7.52,David
2024-03-18,17:5,Monday,Pizza,43.3,8.67,11.13,Henry
2024-03-30,18:24,Saturday,Soup,13.74,2.51,8.83,Charlie
2024-03-01,20:4,Friday,Sushi,45.5,7.21,5.22,Bob
2024-03-13,11:40,Wednesday,Pizza,13.36,2.4,14.94,Alice
2024-03-04,17:6,Monday,Pizza,33.05,6.38,10.74,Frank
2024-03-26,21:53,Tuesday,Soup,17.98,3.31,10.08,Frank
2024-03-24,15:50,Sunday,Pizza,29.75,6.54,13.03,Jack
2024-03-07,16:48,Thursday,Pizza,11.54,2.87,5.6,Emma
2024-03-04,11:50,Monday,Pizza,34.53,7.48,11.22,Grace
2024-03-27,18:53,Wednesday,Burger,21.07,3.96,5.99,Ivy
2024-03-28,18:56,Thursday,Sandwich,48.84,8.92,13.07,David
2024-03-26,18:5,Tuesday,Sushi,43.55,10.86,10.74,Frank
2024-03-08,16:51,Friday,Steak,31.46,5.14,7.1,Jack
2024-03-22,19:24,Friday,Sushi,14.51,2.56,12.61,Henry
2024-03-18,14:3,Monday,Ramen,34.38,7.73,5.77,Frank
2024-03-04,21:56,Monday,Pizza,28.15,5.5,14.26,Alice
2024-03-24,17:54,Sunday,Steak,32.82,7.78,3.35,Jack
2024-03-03,20:44,Sunday,Burger,10.9,1.67,10.79,Alice
2024-03-28,13:13,Thursday,Sandwich,46.47,8.87,13.36,Bob
2024-03-13,15:28,Wednesday,Burger,42.5,9.31,14.84,Emma
2024-03-03,21:16,Sunday,Steak,37.4,8.52,6.3,David
2024-03-26,16:36,Tuesday,Salad,42.57,8.5,8.29,David
2024-03-09,19:7,Saturday,Soup,12.9,2.89,11.83,Charlie
2024-03-25,17:38,Monday,Pasta,26.94,5.19,14.3,Bob
2024-03-04,21:29,Monday,Pizza,12.25,3.04,13.62,Ivy
2024-03-19,14:3,Tuesday,Burger,40.14,8.38,8.33,Emma
2024-03-19,11:10,Tuesday,Soup,40.96,6.28,6.03,Frank
2024-03-27,21:30,Wednesday,Steak,32.35,7.61,3.26,Henry
2024-03-04,13:59,Monday,Sushi,43.14,10.43,5.77,Jack
2024-03-11,16:3,Monday,Tacos,42.81,7.8,3.94,Bob
2024-03-19,14:20,Tuesday,Pizza,33.0,8.09,10.02,Grace
2024-03-20,12:28,Wednesday,Sandwich,27.65,4.37,5.15,Charlie
2024-03-26,21:27,Tuesday,Steak,43.2,7.42,5.04,Alice
2024-03-10,17:40,Sunday,Tacos,47.9,8.18,10.6,Alice
2024-03-09,19:15,Saturday,Steak,46.83,9.33,10.61,Frank
2024-03-14,15:59,Thursday,Pizza,28.01,4.52,12.81,Charlie
2024-03-24,19:56,Sunday,Pizza,17.61,3.57,13.98,David
2024-03-02,12:45,Saturday,Pizza,35.64,8.18,7.96,Henry
2024-03-21,16:5,Thursday,Ramen,44.2,8.84,6.1,Bob
2024-03-12,20:11,Tuesday,Burger,23.87,4.23,3.38,Bob
2024-03-03,12:54,Sunday,Pizza,49.49,9.94,10.75,Jack
2024-03-18,16:57,Monday,Sushi,46.69,10.62,4.54,Frank
2024-03-13,15:15,Wednesday,Pizza,27.31,5.58,9.56,Alice
2024-03-20,11:28,Wednesday,Tacos,41.95,8.71,7.0,Bob
2024-03-02,13:37,Saturday,Ramen,30.51,6.37,3.52,Charlie
2024-03-13,12:41,Wednesday,Soup,47.72,10.23,12.08,Henry
2024-03-28,17:17,Thursday,Steak,38.1,5.94,7.3,Grace
2024-03-12,16:15,Tuesday,Tacos,43.49,8.28,5.57,Charlie
2024-03-21,15:21,Thursday,Burger,48.12,11.85,11.07,Emma
2024-03-16,15:8,Saturday,Steak,11.51,2.1,5.9,David
2024-03-19,20:1,Tuesday,Pasta,49.18,7.88,3.52,Charlie
2024-03-12,17:38,Tuesday,Ramen,42.98,7.13,6.04,Emma
2024-03-04,18:2,Monday,Pizza,40.12,6.28,9.07,David
2024-03-26,18:45,Tuesday,Salad,14.94,2.33,6.91,Grace
2024-03-27,15:37,Wednesday,Ramen,49.27,10.77,14.65,Emma
2024-03-11,20:44,Monday,Soup,40.19,8.04,4.99,Emma
2024-03-05,19:15,Tuesday,Pasta,23.83,4.08,4.67,Grace
2024-03-16,14:43,Saturday,Tacos,40.74,8.68,14.34,Frank
2024-03-22,21:30,Friday,Tacos,43.6,9.64,9.68,Frank
2024-03-01,11:43,Friday,Ramen,32.3,6.37,9.58,Frank
2024-03-04,20:48,Monday,Salad,43.5,9.41,5.93,Henry
2024-03-30,16:51,Saturday,Soup,44.97,9.35,14.73,Bob
2024-03-11,15:13,Monday,Salad,25.75,5.74,7.29,Frank
2024-03-17,12:52,Sunday,Sandwich,10.64,2.55,11.41,Frank
2024-03-13,14:35,Wednesday,Soup,10.36,1.95,7.9,Jack
2024-03-20,21:3,Wednesday,Sushi,43.47,8.06,10.08,Jack
2024-03-13,12:7,Wednesday,Pasta,47.97,7.97,12.4,Frank
2024-03-07,13:0,Thursday,Sandwich,34.36,6.46,8.16,Frank
2024-03-13,17:23,Wednesday,Sandwich,25.55,5.6,6.98,Bob
2024-03-16,20:5,Saturday,Pasta,47.29,7.58,8.55,Bob
2024-03-21,17:53,Thursday,Soup,22.79,3.61,3.84,Ivy
2024-03-06,21:5,Wednesday,Soup,45.08,9.5,3.73,Emma
2024-03-04,21:55,Monday,Ramen,17.13,2.76,3.42,Frank
2024-03-01,14:42,Friday,Tacos,29.05,5.77,10.88,Bob
2024-03-01,16:4,Friday,Soup,10.98,2.13,6.0,David
2024-03-11,18:3,Monday,Steak,37.96,7.07,7.99,David
2024-03-16,16:27,Saturday,Steak,16.25,3.36,14.17,Jack
2024-03-14,17:21,Thursday,Steak,26.78,6.5,9.13,Emma
2024-03-23,12:31,Saturday,Pizza,40.76,9.53,13.86,Jack
2024-03-05,15:57,Tuesday,Pasta,49.97,10.54,8.07,Frank
2024-03-30,15:36,Saturday,Burger,30.49,6.54,9.73,Emma
2024-03-08,20:8,Friday,Steak,19.74,4.89,7.32,Emma
2024-03-19,18:54,Tuesday,Sandwich,11.59,2.0,13.85,Bob
2024-03-22,21:28,Friday,Sushi,43.43,8.88,9.67,Jack
2024-03-28,15:30,Thursday,Sandwich,34.65,6.86,11.2,Jack
2024-03-23,12:26,Saturday,Salad,41.52,7.37,5.73,Henry
2024-03-21,12:26,Thursday,Pasta,37.71,5.85,3.61,Henry
2024-03-10,21:11,Sunday,Sandwich,47.61,8.95,14.58,Henry
2024-03-18,17:59,Monday,Sandwich,30.6,5.16,14.42,Frank
2024-03-05,18:30,Tuesday,Pizza,13.23,2.44,5.7,Alice
2024-03-02,17:29,Saturday,Ramen,49.32,8.59,5.68,Emma
2024-03-28,12:11,Thursday,Pasta,23.49,4.45,7.25,David
2024-03-02,20:29,Saturday,Burger,28.31,7.06,14.37,Henry
2024-03-08,13:21,Friday,Steak,16.24,2.56,12.21,Ivy
2024-03-18,11:5,Monday,Sandwich,18.32,4.29,7.12,David
2024-03-29,19:24,Friday,Salad,29.4,7.29,14.8,Grace
2024-03-13,20:13,Wednesday,Pizza,11.68,2.4,12.87,Ivy
2024-03-23,18:43,Saturday,Salad,35.35,7.15,7.53,Charlie
2024-03-25,11:20,Monday,Tacos,40.82,8.89,8.51,Henry
2024-03-28,21:26,Thursday,Sandwich,35.12,7.45,11.41,Ivy
2024-03-13,12:25,Wednesday,Tacos,14.72,3.26,10.29,Charlie
2024-03-29,12:47,Friday,Pasta,42.75,8.47,10.77,David
2024-03-28,15:28,Thursday,Pizza,11.81,1.8,7.33,Charlie
2024-03-09,17:0,Saturday,Sushi,48.44,11.13,3.39,Jack
2024-03-06,14:36,Wednesday,Sushi,18.01,4.41,14.22,Ivy
2024-03-27,14:16,Wednesday,Pasta,40.65,6.37,8.93,David
2024-03-07,20:20,Thursday,Tacos,46.78,11.23,11.64,Bob
2024-03-14,12:27,Thursday,Pizza,49.38,11.31,13.09,Charlie
2024-03-20,20:16,Wednesday,Steak,25.73,6.22,4.94,Henry
2024-03-14,11:11,Thursday,Sushi,20.16,3.32,11.89,Jack
2024-03-05,19:4,Tuesday,Sushi,33.54,7.88,12.23,Henry
2024-03-31,19:42,Sunday,Ramen,19.68,3.14,10.85,Charlie
2024-03-23,17:46,Saturday,Sushi,26.06,4.08,12.24,Ivy
2024-03-20,11:41,Wednesday,Burger,21.08,3.5,7.18,Henry
2024-03-18,15:29,Monday,Salad,25.06,4.24,7.88,Bob
2024-03-17,17:39,Sunday,Sandwich,44.04,7.61,14.84,David
2024-03-20,17:52,Wednesday,Soup,29.44,5.64,12.82,Alice
2024-03-22,18:28,Friday,Burger,24.15,4.34,12.4,Emma
2024-03-09,19:54,Saturday,Pizza,25.69,5.87,5.53,Henry
2024-03-18,20:15,Monday,Ramen,30.35,6.03,8.7,Charlie
2024-03-25,19:1,Monday,Pizza,18.67,3.45,12.05,Henry
2024-03-19,12:46,Tuesday,Salad,36.01,5.71,12.63,Alice
2024-03-15,15:2,Friday,Ramen,30.28,7.54,5.18,Frank
2024-03-04,20:33,Monday,Burger,39.44,9.11,12.86,David
2024-03-13,14:56,Wednesday,Sushi,18.92,3.05,9.58,David
2024-03-26,21:55,Tuesday,Steak,12.7,2.9,4.87,Ivy
2024-03-21,15:43,Thursday,Pasta,48.49,7.68,5.39,Ivy
2024-03-03,12:57,Sunday,Burger,40.86,6.36,14.03,Bob
2024-03-11,11:24,Monday,Steak,30.36,5.2,11.45,Frank
2024-03-07,11:50,Thursday,Ramen,29.85,7.27,10.66,Charlie
2024-03-21,12:25,Thursday,Steak,19.02,2.87,13.8,Frank
2024-03-07,20:55,Thursday,Burger,46.87,7.68,10.14,Grace
2024-03-22,18:32,Friday,Pizza,33.81,5.33,12.8,Henry
2024-03-22,20:41,Friday,Burger,47.89,8.1,9.9,Charlie
2024-03-24,12:39,Sunday,Pizza,44.66,8.65,11.53,Grace
2024-03-11,15:38,Monday,Salad,28.03,6.0,9.15,Jack
2024-03-22,15:58,Friday,Soup,29.88,4.73,11.3,Ivy
2024-03-31,21:6,Sunday,Steak,35.41,6.87,13.06,Ivy
2024-03-25,17:43,Monday,Soup,23.59,4.64,12.51,Jack
2024-03-28,18:55,Thursday,Salad,22.97,5.21,8.76,Emma
2024-03-20,20:27,Wednesday,Steak,41.07,6.51,9.04,Grace
2024-03-09,17:21,Saturday,Tacos,22.57,4.23,10.66,Jack
2024-03-31,18:28,Sunday,Salad,31.03,6.11,6.55,Jack
2024-03-17,20:35,Sunday,Burger,23.9,5.16,13.53,Jack
2024-03-22,18:5,Friday,Pizza,29.64,5.84,4.95,Alice
2024-03-17,14:17,Sunday,Sushi,22.75,4.42,5.76,Henry
2024-03-11,17:4,Monday,Tacos,37.16,6.78,12.21,Jack
2024-03-18,12:50,Monday,Burger,42.34,10.33,13.81,Frank
2024-03-18,13:39,Monday,Steak,49.77,10.28,9.95,Frank
2024-03-24,11:57,Sunday,Pizza,33.5,8.14,12.95,Emma
2024-03-08,17:14,Friday,Pizza,20.9,3.31,4.18,Charlie
2024-03-28,18:6,Thursday,Ramen,12.77,2.56,3.03,Alice
2024-03-25,11:51,Monday,Ramen,34.01,7.09,5.36,Grace
2024-03-28,21:30,Thursday,Sushi,22.53,5.34,9.02,Charlie
2024-03-07,12:11,Thursday,Pizza,33.89,8.22,6.37,Emma
2024-03-23,11:51,Saturday,Pizza,26.71,5.46,5.91,Charlie
2024-03-04,11:25,Monday,Sandwich,15.01,2.84,9.01,Jack
2024-03-26,12:7,Tuesday,Tacos,40.34,9.19,11.44,Jack
2024-03-08,13:40,Friday,Soup,41.64,10.0,4.42,David
2024-03-15,16:2,Friday,Pizza,40.94,8.56,5.88,Alice
2024-03-03,20:19,Sunday,Burger,15.65,3.61,9.86,Emma
2024-03-18,17:26,Monday,Tacos,20.26,4.19,6.5,David
2024-03-24,13:35,Sunday,Burger,37.51,6.41,13.08,Emma
2024-03-14,13:9,Thursday,Soup,33.86,5.46,14.93,Henry
2024-03-04,19:21,Monday,Sandwich,12.3,2.21,10.37,Frank
2024-03-22,17:57,Friday,Sandwich,44.2,8.76,10.46,Frank
2024-03-04,20:42,Monday,Pizza,49.88,9.57,6.15,Jack
2024-03-23,14:58,Saturday,Salad,13.02,2.08,11.48,Bob
2024-03-11,12:14,Monday,Sandwich,28.43,6.79,7.74,Bob
2024-03-25,18:30,Monday,Ramen,26.9,6.61,11.27,Bob
2024-03-21,11:53,Thursday,Sandwich,38.8,7.8,3.1,Emma
2024-03-04,13:51,Monday,Sushi,36.12,8.29,14.88,Ivy
2024-03-30,14:21,Saturday,Sandwich,37.17,6.82,3.91,David
2024-03-11,21:50,Monday,Steak,28.72,4.64,8.56,Charlie
2024-03-19,14:41,Tuesday,Tacos,23.8,5.81,10.83,Alice
2024-03-19,12:39,Tuesday,Tacos,33.1,5.88,11.82,Frank
2024-03-28,14:16,Thursday,Sandwich,49.86,8.63,8.54,Jack
2024-03-17,17:38,Sunday,Sushi,10.38,1.97,6.42,Jack
2024-03-08,19:21,Friday,Ramen,13.74,3.29,5.62,Jack
2024-03-22,11:22,Friday,Tacos,26.25,4.56,11.73,Charlie
2024-03-06,12:54,Wednesday,Sandwich,32.3,7.44,7.18,Ivy
2024-03-06,14:30,Wednesday,Tacos,11.88,2.23,6.25,Ivy
2024-03-05,20:55,Tuesday,Ramen,17.23,3.22,10.28,Grace
2024-03-03,21:9,Sunday,Sandwich,17.99,4.19,5.07,Frank
2024-03-08,11:7,Friday,Burger,18.3,2.79,7.79,Bob
2024-03-31,11:38,Sunday,Burger,35.17,7.98,8.73,Alice
2024-03-28,13:37,Thursday,Ramen,44.44,10.41,4.86,Grace
2024-03-20,20:46,Wednesday,Sandwich,27.52,6.77,12.14,Ivy
2024-03-26,18:36,Tuesday,Burger,13.21,2.13,11.74,Henry
2024-03-09,17:56,Saturday,Sandwich,10.36,2.34,8.08,Bob
2024-03-05,15:38,Tuesday,Soup,40.69,9.95,10.17,Henry
2024-03-03,14:34,Sunday,Tacos,40.35,6.9,9.75,Ivy
2024-03-23,20:50,Saturday,Steak,37.59,7.1,5.12,Ivy
2024-03-15,14:9,Friday,Steak,33.07,6.51,14.84,Jack
2024-03-15,18:5,Friday,Soup,26.62,5.35,13.36,Bob
2024-03-16,17:36,Saturday,Pizza,14.23,2.62,12.01,Frank
2024-03-08,17:36,Friday,Sandwich,28.25,4.73,7.21,Frank
2024-03-01,14:52,Friday,Sandwich,24.02,3.68,12.93,Charlie
2024-03-25,11:36,Monday,Ramen,17.62,4.16,7.52,Bob
2024-03-26,20:51,Tuesday,Soup,24.64,4.41,9.42,Charlie
2024-03-30,17:59,Saturday,Steak,27.31,4.4,4.71,David
2024-03-15,11:19,Friday,Pasta,41.05,6.37,13.01,Emma
2024-03-10,17:50,Sunday,Sushi,21.12,4.31,8.69,Jack
2024-03-26,18:47,Tuesday,Pizza,16.92,4.12,10.92,Jack
2024-03-14,15:45,Thursday,Sushi,40.41,6.49,9.82,Henry
